2 540 7808.343489515011  0.0003218609526811633
2 541 7810.7654618101515  0.0002865334449779766
2 542 7813.187244842147  0.0003323446699141641
2 543 7815.608866917005  0.00025887895117193693
3 305 7738.983459237613  0.003998896761004289
3 306 7743.0337447045595  0.003993486616309383
3 307 7747.083729566069  0.004157173840667383
3 308 7751.133373924263  0.005117234582030505
3 309 7755.183559872108  0.00491982216726683
3 310 7759.233737858616  0.005269553060770704
3 311 7763.283598680757  0.006128723790880031
3 312 7767.333773880636  0.006223277963272267
3 313 7771.383784637249  0.006684381752165791
3 314 7775.434226777506  0.007391619193185761
3 315 7779.484491623213  0.007603906755775824
3 316 7783.534430297357  0.007751098086373531
3 317 7787.584909573854  0.008879169668944087
3 318 7791.635128433846  0.008759389725582878
3 319 7795.684815439868  0.008955451123256353
3 320 7799.735476679065  0.009975972973734315
3 321 7803.785591998752  0.010110502144470956
3 322 7807.835389017333  0.010667209534858557
3 323 7811.886637324276  0.011634481957571552
3 324 7815.937002666059  0.012520989249878767
4 203 7739.675287977325  0.003677142442029435
4 204 7745.774357170445  0.003855109602227458
4 205 7751.873380287666  0.004042615247726644
4 206 7757.9729013949545  0.004268046306606266
4 207 7764.070630860673  0.0044644920913015085
4 208 7770.170420198504  0.0046340579610841814
4 209 7776.2686315728815  0.004846384603752085
4 210 7782.367678086328  0.004841969573590177
4 211 7788.466088468688  0.004868581865594024
4 212 7794.565815762345  0.005122399930314714
4 213 7800.663270037775  0.005446392371595721
4 214 7806.762769619713  0.005595575308689149
4 215 7812.860907087646  0.005728130372517626
5 134 7735.825124962266  0.002080890104480204
5 135 7745.031560193727  0.0026351133969910734
5 136 7754.235765264025  0.0031109108831515186
5 137 7763.446426164548  0.003032627390439302
5 138 7772.649961936767  0.004001507111752289
5 139 7781.856865682494  0.004829321617762616
5 140 7791.061544867401  0.006107284483732656
5 141 7800.275520028326  0.005417358757767943
5 142 7809.479966879718  0.0069528333274320175
6 100 7739.483786642068  0.002630327972383384
6 101 7751.838013126692  0.0031110812287806766
6 102 7764.189739521481  0.003638680823314644
6 103 7776.54549822272  0.003935427096621424
6 104 7788.89946660418  0.004414345851273538
6 105 7801.247937054243  0.005230730259881966
6 106 7813.60279256969  0.00530914695445972
7 nan 7756.383          nan
7 nan 7775.150          nan
7 nan 7793.920          nan
7 nan 7812.700          nan
